Company Name,Address,Phone,Website,Mail,Facebook,Instagram,Company Link,Company ID
Fjallkonan krá & kræsingar ehf,"Hafnarstræti 1-3, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5701190600,570119-0600
Fáfnisglóð ehf,"Vesturhrauni 3, 210 Garðabæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5406962259,540696-2259
Kaupvangskaffi,"Hafnarbyggð 4, 690 Vopnafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6701142010,670114-2010
Bókakaffi Hlöðum,"Helgafelli 2, 700 Egilsstöðum",,,,,,,
Fjöruhúsið,"Hellnum, 356 Snæfellsbæ",,,,,,,
Matarlyst Café-Bar-Restaurant,"Austurvegi 35, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5305130760,530513-0760
Grettistak veitingar ehf,"Heimavist FNV, 550 Sauðárkróki",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4510012210,451001-2210
Grazie Trattoria ehf,"Hverfisgötu 94-96, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5207212150,520721-2150
Gamla fjósið ehf,"Hvassafelli, 861 Hvolsvelli (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5805110580,580511-0580
Sjómannastofan Vör,"Hafnargötu 9, 240 Grindavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6301962219,630196-2219
Satvik restaurant ehf.,"Faxabraut 31b, 230 Reykjanesbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6710180600,671018-0600
Ak-Inn,"Hörgárbraut, 603 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4211111110,421111-1110
Veitingahúsið Krua Siam,"Strandgötu 13, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5102023330,510202-3330
Kaffi ást ehf,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4903932939,490393-2939
Kríuveitingar ehf,"Nýja-Sjálandi, 611 Grímsey",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4505043510,450504-3510
Álftanes Kaffi,"Breiðumýri, 225 Garðabæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4705151120,470515-1120
Doddagrill ehf,"Heiðartúni 1, 250 Suðurnesjabæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5605141070,560514-1070
Culiacan veitingastaður,"Suðurlandsbraut 4a, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4103162260,410316-2260
Fish & Chips Vagninn,"Hlésgötu, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5511051050,551105-1050
SÓL restaurant,"Óseyrarbraut 27c, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4905220260,490522-0260
La Barceloneta,"Templarasundi 3, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5705210470,570521-0470
Zorbian hot,"Hringbraut 119, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/7008190860,700819-0860
T Bone steikhús,"Brekkugötu 3, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5104120360,510412-0360
Benzincafe,"Grensásvegi 3, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5612983439,561298-3439
Liyuan Chinese Restaurant ehf,"Reykjavíkurvegi 68, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4704140490,470414-0490
Kaffi Krús,"Austurvegi 7, 800 Selfossi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4703180660,470318-0660
Burro,"Veltusundi 1, 2. hæð, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5004181760,500418-1760
Rok veitingahús,"Frakkastíg 26a, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6706140340,670614-0340
Scandinavian Smørrebrød og Brasserie,"Laugavegi 22a, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6506130230,650613-0230
Thai Koon ehf,"Hafnarstræti 9-13, 400 Ísafirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5308012090,530801-2090
Geysir glíma,"Haukadal, 806 Selfossi (dreifbýli)",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5203090470,520309-0470
Dúos ehf. ehf,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6804151290,680415-1290
Cafe Margret Heimaleiti,"Þverhamri, 761 Breiðdalsvík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6101090200,610109-0200
RIF restaurant,"Fjarðargötu 13-15, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6101192040,610119-2040
VON mathús og bar,"Strandgötu 75, 220 Hafnarfirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5308150720,530815-0720
Sprettur-Inn veitingar ehf,"Kaupangi, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6209002570,620900-2570
Símstöðin cafe,"Hafnarstræti 102, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6801140480,680114-0480
Energia veitingahús Smáralind,"Hagasmára 1 Smáralind, 201 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5212050160,521205-0160
Essensia veitingastaður,"Hverfisgötu 6, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6509141980,650914-1980
Nora Magasín ehf veitingastaður,"Pósthússtræti 9, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6504161710,650416-1710
Fiskibarinn Sæland ehf.,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6812211310,681221-1310
Veitingahúsið Brúin,"Hafnargötu 26, 240 Grindavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6903111000,690311-1000
Berlín,"Skipagötu 4, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6810154180,681015-4180
Kaffi Laugalækur,"Laugarnesvegi 74a, 105 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4205162660,420516-2660
Kebab-Center,"Dalvegi 2, 201 Kópavogi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6704090230,670409-0230
Kaffihúsið Eskifirði ehf - Gisting,"Hólsvegi 7, 735 Eskifirði",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4504110350,450411-0350
Rizzo Express ehf,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5710140760,571014-0760
GOTT veitingastaður ehf,"Bárustíg 11, 900 Vestmannaeyjum",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6204090810,620409-0810
Fresco,"Suðurlandsbraut 48, bláu húsunum Faxafeni, 108 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4609060590,460906-0590
Gregdalvík ehf,"Goðabraut 3, 620 Dalvík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6911110910,691111-0910
Viðvík Restaurant,"Viðvík, 360 Hellissandi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6504170380,650417-0380
Arna ís- og kaffibar ehf,"Eiðistorgi 15, 170 Seltjarnarnesi",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6206161840,620616-1840
Gullöldin cafe-bar,"Hverafold 5, 112 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/6708071260,670807-1260
Frederiksen Ale House,"Hafnarstræti 5, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5209130330,520913-0330
Himalayan Spice ehf.,"Geirsgötu 3, 101 Reykjavík",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4805181600,480518-1600
Ráin ehf,"Hafnargötu 19a, 230 Reykjanesbæ",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4804024210,480402-4210
Fiskistjarnan ehf,"Dalsgerði 3f, 600 Akureyri",,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/4503090600,450309-0600
Hressingarskálinn,,,,,,,http://www.rsk.is/fyrirtaekjaskra/leit/kennitala/5703210130,570321-0130
Veitingahúsið Esjustofa - Veitinga- og þjónustumiðstöð,"Mógilsá, 162 Reykjavík",,,,,,,
